"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1921075958003474800","Sat May 10 05:32:54 +0000 2025","1","foto ciuman doang dilaporin sampe ditangkep. giliran korban keracunan MBG dianggep nya cuma angka. kgk jelas ni kepala negara","1921075958003474800","","","in","","0","0","0","https://x.com/gildragonx/status/1921075958003474800","1390887075826737152","gildragonx"
"1920760477128196403","Sat May 10 05:24:37 +0000 2025","0","@Upil_Jaran2 @dhemit_is_back nak anakmu keracunan MBG program e dee kiro kiro kowe trimo ora","1921073871022686281","","Upil_Jaran2","in","yk-jhnm","0","0","0","https://x.com/polisitebu/status/1921073871022686281","1202210896312856577","polisitebu"
"1921002863339225252","Sat May 10 05:18:47 +0000 2025","1","@tilehopper Lanjutkan MBG!?? Really!??? Keracunan ini udah skenario PALING mungkin kejadian ketika lu nyoba ngasih makan JUTAAN anak Indonesia Di TIAP JENJANG PENDIDIKAN. udah diekspektasikan begini!!! Kita semua udah concern!!! And for fuck sake that monocot bastard just keep ignoring us!!","1921072405734109378","","tilehopper","in","","0","0","0","https://x.com/YuriAndriyanto/status/1921072405734109378","1551894168766521346","YuriAndriyanto"
"1921071228753690758","Sat May 10 05:14:07 +0000 2025","0","bahkan lebih penting daripada anak-anak yang keracunan mbg we're doomed ","1921071228753690758","","","in","hmn ","0","0","0","https://x.com/nturbizz/status/1921071228753690758","1499382922234966016","nturbizz"
"1920398518868717923","Sat May 10 05:07:07 +0000 2025","0","@DS_yantie MBG itu sdh berhasil 99 99% yg keracunan makannya ga pake sendok kata @prabowo","1921069469528359358","","DS_yantie","in","","0","0","0","https://x.com/Kucinganggora_8/status/1921069469528359358","1321774693259472897","Kucinganggora_8"
"1921067548054847544","Sat May 10 05:04:47 +0000 2025","0","@cadoize3 tinggal program MBG yang korbannya keracunan nih. pihak catering belum bisa bertanggung jawab. malang nasibnya murid yg keracunan dan beberapa kepala sekolah.","1921068878983053464","","cadoize3","in","bekasi timur","0","1","1","https://x.com/K4rynSituluN/status/1921068878983053464","2251290782","K4rynSituluN"
"1920683739757085179","Sat May 10 04:54:37 +0000 2025","0","@BANGSAygSUJUD @TaniaTngm20215 @mimih6mei @kiwalipitu @Kimberley_PS08 @IrawanRommi @99propaganda @are_inismyname @awikuchuz @bitCarli77 @FDonghun @Ndons_Back @grok ini yg dibilang kemajuan saat ini : 1. phk di mana2 2. daya beli menurun 3. kurs rupiah melemah 4. keracunan mbg terus bertambah 5. biaya pendidikan semakin tinggi dll.","1921066323590688839","","BANGSAygSUJUD","in","Denpasar Selatan, Indonesia","0","0","0","https://x.com/endonesiatwit/status/1921066323590688839","1067127607043342337","endonesiatwit"
"1921065210980229376","Sat May 10 04:50:12 +0000 2025","0","Anak TK keracunan MBG","1921065210980229376","","","in","RBW wooden corner ","0","0","0","https://x.com/sonsonfisip/status/1921065210980229376","1808495797581025280","sonsonfisip"
"1921063337980256621","Sat May 10 04:42:46 +0000 2025","0","anak keracunan mbg aja ga dikirim ke rumah sakit angka doang.","1921063337980256621","","","in","phobic gtfo.","0","0","0","https://x.com/kebeletbotak/status/1921063337980256621","1710717782588026880","kebeletbotak"
"1920733315260424672","Sat May 10 04:41:32 +0000 2025","0","@Ozyyd @kegblgnunfaedh Gak peduli pemerintah mah sama nyawa rakyat. Kecelakaan keracunan MBG mau nambah apa lagi nih?","1921063027706609670","","Ozyyd","in","hatimu","0","1","0","https://x.com/annonim170/status/1921063027706609670","1785628287966056448","annonim170"
"1921038433289478405","Sat May 10 03:03:48 +0000 2025","30","Salah satu organisasi MBG menyebut kasus keracunan di beberapa daerah itu hoak gaes Sebenarnya yg butuh gizi biar pinter dan gak stunting *tak tuh mereka bukan anak anak Indonesia ya https://t.co/NeUJSeIEXn","1921038433289478405","https://pbs.twimg.com/media/GqjmRiPbcAAwNY3.jpg","","in","","1","11","10","https://x.com/DS_yantie/status/1921038433289478405","1374686160748830724","DS_yantie"
"1920766606109524316","Sat May 10 03:02:56 +0000 2025","0","@satriohendri Kenapa gak prabowo yang di suntik duluan ya..? MBG aja banyak yang keracunan.","1921038215865053328","","satriohendri","in","Singapore","0","0","0","https://x.com/BonnyPopeye/status/1921038215865053328","2741850668","BonnyPopeye"
"1921036426860175445","Sat May 10 02:55:49 +0000 2025","71432","Ternyata foto presiden ciuman lebih penting daripada jumlah siswa siswi keracunan massal akibat proyek MBG.","1921036426860175445","","","in","","556","178","24286","https://x.com/croixsanct/status/1921036426860175445","1585069538","croixsanct"
"1921036201441501490","Sat May 10 02:54:56 +0000 2025","0","18 ORANG BOCAH TK KERACUNAN MBG?! PROGRAM TOLOL NGAPAIN DILANJUTIN SI GOBLOK DAH ANJING LU PRABOWO https://t.co/RaSM85hPmS","1921036201441501490","https://pbs.twimg.com/media/Gqjj-k8WQAEWupX.png","","in","Laugh Tale","0","8","0","https://x.com/WH00ZAH/status/1921036201441501490","71739090","WH00ZAH"
"1920328929048502591","Sat May 10 02:41:54 +0000 2025","0","@afrkml intiny mbg itu gaberguna tu banyak yg keracunan apalagi dikasih ke ibu hamil memakan resiko terlaku banyak yg paling penting itu pendidikan","1921032924046016685","","afrkml","in","Batavia","0","0","0","https://x.com/goldsprm/status/1921032924046016685","3167264769","goldsprm"
"1920830490342305819","Sat May 10 02:41:04 +0000 2025","0","@tilehopper Kl anak dikasih MBG di sekolah ortu boleh nolak gaksi? Kek..sorry gue masih mampu ngasih makan anak gue yang lebih layak dan yang penting gak keracunan.","1921032714842505411","","tilehopper","in","","0","0","0","https://x.com/dodolagar/status/1921032714842505411","1521850682009329666","dodolagar"
"1921031967216148760","Sat May 10 02:38:06 +0000 2025","0","Warganya keracunan MBG pemerentanya keracunan meme yg di suruh nyari solusi pengangguran anies baswedan wkwkwkwk kocak","1921031967216148760","","","in","Brussels, Belgium","0","0","0","https://x.com/beembooss/status/1921031967216148760","1255824722329137152","beembooss"
"1921031902313459993","Sat May 10 02:37:51 +0000 2025","0"," anak tk keracunan? gila sih totally agreed tapi bukan berarti stop MBG concerning....","1921031902313459993","","","in","rcbyf","0","0","0","https://x.com/finnmie/status/1921031902313459993","1648301420444274688","finnmie"
"1920024711091913002","Sat May 10 02:33:25 +0000 2025","0","@iJhamWidian @MurtadhaOne1 Dapur bermasalah ditindak tegas Lanjutkan MBG akan terus berjalan Presiden juga tidak tahu akan ada dapur bermasalah yg buat anak2 keracunan","1921030786880282870","","iJhamWidian","in","Indonesia ","0","0","0","https://x.com/kaniadiraa/status/1921030786880282870","1889039749882826752","kaniadiraa"
"1920830490342305819","Sat May 10 02:32:26 +0000 2025","0","@tilehopper Loh dulu kan ini catering mandiri sekolahnya gue langganan makanannya sehat &amp; enak2 ga pernah keracunan. + Berbayar pula bareng spp. Kenapa jadi pake mbg ya swasta juga baru tau kasian siswanyaaaa keracunan traumatik tau ihhh","1921030540465238462","","tilehopper","in","Bogor","0","0","0","https://x.com/dantichi/status/1921030540465238462","69278656","dantichi"
"1921025275288039559","Sat May 10 02:11:31 +0000 2025","0","Pernah keracunan makanan 2x (bukan karna MBG). Recovery berbulan2. Dah lah gws kalian pemakan MBG. ","1921025275288039559","","","in","","0","0","0","https://x.com/losleboyse/status/1921025275288039559","1668902975195185152","losleboyse"
"1920453893437247715","Sat May 10 02:09:56 +0000 2025","0","@txtdrimedia Keracunan MBG hingga vaksin Bill Gates. Pemerintah @prabowo pelan2 ingin memusnahkan anak2 Indonesia.","1921024878238376005","","txtdrimedia","in","","0","0","0","https://x.com/Anexartitianti/status/1921024878238376005","1487451720003190788","Anexartitianti"
"1920024711091913002","Sat May 10 02:02:56 +0000 2025","0","@samendusidik @MurtadhaOne1 Gak ada yg berniat seperti itu Pak masalah dapur MBG yg buat anak2 keracunan ini msh diselidiki dan ditutup oleh BGN agar tidak terulang lagi Lanjutkan MBG","1921023117901623473","","samendusidik","in","","0","0","0","https://x.com/Endruuw11/status/1921023117901623473","1903731482117677056","Endruuw11"
"1921022759024435692","Sat May 10 02:01:31 +0000 2025","0","Dikpora dan Dinkes Kulonprogo Bersinergi Awasi MBG Aman dari Keracunan https://t.co/ePe9TlBq6p https://t.co/g4iAOHIAlw","1921022759024435692","https://pbs.twimg.com/media/GqjYBO6X0AA8QQM.jpg","","in","Yogyakarta, Indonesia","0","0","0","https://x.com/Harian_Jogja/status/1921022759024435692","118371948","Harian_Jogja"
"1921022671925428255","Sat May 10 02:01:26 +0000 2025","126","Olahraga tujuannya cuma keringat itu mirip kayak MBG yang tujuannya asal nggak keracunan. Lah mosok kayak begitu. ","1921022736861745350","","Arbiarso_W","in","Yogyakarta, Indonesia","5","2","11","https://x.com/Arbiarso_W/status/1921022736861745350","313776611","Arbiarso_W"
